sentence	label
why is this so boring ? 	0
also intriguing and honorable , 	1
surprised at how much we care about the story 	1
conceive of anyone who has reached puberty actually finding the characters in slackers or their antics amusing , let alone funny 	0
that kate is n't very bright , but 	0
obnoxious special effects 	0
novel charm 	1
completely ridiculous 	1
being wasabi 's big selling point 	1
like brosnan 's performance 	1
dramedy ' 	1
his boisterous energy fails to spark this leaden comedy 	0
this fascinating -- and timely -- content comes wrapped 	1
its surprises limp 	0
the characters are too simplistic to maintain interest 	0
fessenden has nurtured his metaphors at the expense of his narrative , but he does display an original talent . 	1
hashiguchi vividly captures the way young japanese live now , chafing against their culture 's manic mix of millennial brusqueness and undying , traditional politesse . 	1
failed jokes 	0
long , intricate , star-studded 	1
of sand to the fierce grandeur of its sweeping battle scenes 	0
low-brow humor , gratuitous violence 	0
clever enough 	1
is also a film of freshness , imagination and insight 	1
emotions can draw people together across the walls that might otherwise separate them 	1
is more than a movie 	0
inappropriate 	0
absolutely not . 	0
is painfully bad , 	1
sensual , funny and , in the end , very touching 	1
something more user-friendly 	0
`` shakes the clown '' , a much funnier film with a similar theme and 	1
you see this film you 'll know too 	1
'll be white-knuckled and unable to look away 	1
if you love him , you 'll like it . 	0
's a dull girl , that 's all . 	0
like reading a research paper 	1
liked it just enough 	1
inept direction , 	0
a great american adventure and a wonderful film to bring to imax 	1
` they do n't make movies like they used to anymore 	0
its crapulence 	0
satire and unabashed sweetness 	0
lurid and less than lucid work 	0
even the corniest and most hackneyed 	0
k-19 will not go down in the annals of cinema as one of the great submarine stories , but it is an engaging and exciting narrative of man confronting the demons of his own fear and paranoia 	1
totally past his prime 	0
it 's a riot to see rob schneider in a young woman 's clothes 	1
rodan is out of his league 	0
quite beautiful 	1
unexpectedly sweet story 	0
someone understands the need for the bad boy 	1
formula mercilessly 	0
of his top-notch creative team 	1
i 'd be lying if i said my ribcage did n't ache by the end of kung pow . 	1
taylor 's cartoonish performance 	0
a sea of constant smiles and frequent laughter 	1
demme gets a lot of flavor and spice into his charade remake 	1
jagger , stoppard and 	1
offbeat thriller 	1
sparkling , often hilarious romantic jealousy comedy ... attal looks so much like a young robert deniro that it seems the film should instead be called ` my husband is travis bickle ' . 	0
dark , gritty , sometimes funny little gem 	1
the forced funniness found in the dullest kiddie flicks 	0
brutally honest 	1
more problematic aspects 	0
as darkly funny , energetic , and 	0
an epic of astonishing grandeur 	1
crocodile hunter steve irwin do what he does best 	1
are puerile 	0
got some good , organic character work , lots of obvious political insights and little room for engaging , imaginative filmmaking in its nearly 2 1/2 	1
marks the spot . 	1
turns out to be more interesting than any of the character dramas , which never reach satisfying conclusions 	1
nair 's attention to detail 	1
be more genial than ingenious 	0
topple 	0
opera on film is never satisfactory . 	0
as a detailed personal portrait and as a rather frightening examination of modern times 	1
much of it is funny 	1
who needs mind-bending drugs when they can see this , the final part of the ` qatsi ' trilogy , directed by godfrey reggio , with music by philip glass ? 	1
the worst revenge-of-the-nerds clichés 	0
tired , unimaginative and derivative 	0
to be a collection taken for the comedian at the end of the show 	0
has all the trappings of an energetic , extreme-sports adventure , but ends up more of a creaky `` pretty woman '' retread , with the emphasis on self-empowering schmaltz and big-wave surfing that gives pic its title an afterthought 	0
who inhabit it 	0
goodfellas 	1
the crassness of this reactionary thriller is matched only by the ridiculousness of its premise . 	0
one of the best actors there is 	1
( `` safe conduct '' ) is a long movie at 163 minutes but 	1
the movie straddles the fence between escapism and social commentary , and on both sides it falls short . 	1
while ringing cliched to hardened indie-heads 	0
thought-provoking film 	1
will be following after it 	1
amusing , tender and heart-wrenching 	1
, you wo n't feel cheated by the high infidelity of unfaithful . 	1
fincher takes no apparent joy in making movies , and he gives none to the audience . 	0
quirky and satirical touches 	1
zzzzzzzzz 	0
if hill is n't quite his generation 's don siegel ( or robert aldrich ) , it 's because there 's no discernible feeling beneath the chest hair ; it 's all bluster and cliché . 	0
suspect that there are more interesting ways of dealing with the subject 	0
ever a concept came handed down from the movie gods on a silver platter 	0
with an admirably dark first script by brent hanley 	0
who willingly walk into the nightmare of war not only to record the events for posterity , but to help us 	1
uses a totally unnecessary prologue , 	0
reaffirming washington as possibly the best actor working in movies today 	1
inhale this gutter romancer 's secondhand material 	0
it 's a testament to the film 's considerable charm that it succeeds in entertaining , despite playing out like a feature-length sitcom replete with stereotypical familial quandaries . 	1
it offers much to absorb and even more to think about after the final frame . 	1
rick 	1
greatest star wattage 	0
digital photography 	1
does n't have the necessary self-control to guide a loose , poorly structured film through the pitfalls of incoherence and redundancy . 	0
want to crawl up your own *** in embarrassment 	0
well-paced and 	1
you 'll want to crawl up your own *** in embarrassment 	0
wonder of wonders -- a teen movie with a humanistic message . 	1
`` nicholas nickleby '' is a perfect family film to take everyone to since there 's no new `` a christmas carol '' out in the theaters this year . 	1
though overall an overwhelmingly positive portrayal 	1
idiotic and 	0
cheery and 	1
durable 	1
is n't always coherent 	1
the buoyant energy level 	1
laborious pacing 	0
effort to see an artist , still committed to growth in his ninth decade , change while remaining true to his principles 	1
has the thrown-together feel of a summer-camp talent show : hastily written , 	0
for illustrating the merits of fighting hard for something that really matters 	1
delight your senses and crash this wedding ! 	1
take any 12-year-old boy to see this picture , and he 'll be your slave for a year 	1
one hour photo may seem disappointing in its generalities , 	0
palpable chemistry 	1
an engrossing portrait of uncompromising artists trying to create something original against the backdrop of a corporate music industry that only seems to care about the bottom line . 	1
the worst movie i 've seen this summer 	0
the difference between cho and most comics is that her confidence in her material is merited . 	1
tight and truthful , full of funny situations and honest observations 	1
, hollywood ending is a depressing experience 	1
girls ca n't swim represents an engaging and intimate first feature by a talented director to watch 	1
stylishly 	0
hallmark film 	0
good to speak about other than the fact that it is relatively short 	0
resist his pleas to spare wildlife and 	0
it is nearly impossible to look at or understand 	0
's no energy 	0
merely very bad 	0
it 's a thin notion , repetitively stretched out to feature length , awash in self-consciously flashy camera effects , droning house music and flat , flat dialogue . 	0
be as simultaneously funny , offbeat and heartwarming 	1
de niro and murphy make showtime the most savory and hilarious guilty pleasure of many a recent movie season . 	1
paints a grand picture of an era and 	1
eventually winning squareness that would make it the darling of many a kids-and-family-oriented cable channel 	1
fresh , unforced naturalism 	1
i could keep a family of five blind , crippled , amish people alive in this situation better than these british soldiers do at keeping themselves kicking 	0
an entertaining british hybrid of comedy , caper thrills and quirky romance . 	1
( reaches ) wholly believable and heart-wrenching depths of despair 	1
a fake street drama that keeps telling you 	0
irksome characters 	0
with the exception of mccoist , the players do n't have a clue on the park . 	0
a compelling story of musical passion 	1
feels like a streetwise mclaughlin group ... and never fails to entertain . 	1
his characters stage 	1
with an eye on preserving a sense of mystery 	1
a celebration of feminine energy , a tribute to the power of women to heal 	1
lost in the translation ... another routine hollywood frightfest in which the slack execution italicizes the absurdity of the premise 	1
inventive 	1
somebody might devote time to see it 	0
sit open-mouthed before the screen , not screaming but yawning 	0
deliberately and devotedly constructed , far from heaven is too picture postcard perfect , too neat and new pin-like , too obviously a recreation to resonate . 	1
much more ordinary 	1
insightful enough 	1
cute moments 	1
is all awkward , static , and lifeless rumblings 	0
a retread story , bad writing , and the same old silliness 	0
a manically generous christmas vaudeville . 	0
broad racial insensitivity 	1
dreadful romance . 	0
feel like mopping up , 	0
during sunset 	1
to be a compelling 	1
pizazz 	1
handed down 	0
works - mostly due to its superior cast 	1
an unwieldy cast 	0
blessed with two fine , nuanced lead performances 	1
growing up that we do n't see often enough these days 	1
the project 's filmmakers forgot to include anything even halfway scary as they poorly rejigger fatal attraction into a high school setting . 	0
green ruins every single scene he 's in 	0
super 	1
something has been lost in the translation ... another routine hollywood frightfest in which the slack execution italicizes the absurdity of the premise . 	0
some real vitality 	1
to make creative contributions to the story and dialogue 	1
deliciously 	1
the film runs on a little longer than it needs to 	0
i saw it as a young boy 	1
the one-liners are snappy , the situations volatile and the comic opportunities richly rewarded 	0
triple x is a double agent , and he 's one bad dude . 	1
sucking you 	0
high drama 	1
is tepid and tedious 	0
one senses in world traveler and in his earlier film that freundlich bears a grievous but obscure complaint against fathers , and circles it obsessively , without making contact . 	0
a dim-witted and lazy spin-off of the animal planet documentary series , crocodile hunter is entertainment opportunism at its most glaring . 	1
despite the efforts of a first-rate cast 	0
is n't a disaster , exactly , but a very handsomely produced let-down 	0
i 'm sure the filmmakers found this a remarkable and novel concept , 	0
rising 	0
director chris wedge and screenwriters michael berg , michael j. wilson and peter ackerman create some episodes that rival vintage looney tunes for the most creative mayhem in a brief amount of time . 	0
his characters are acting horribly 	0
ditched the artsy pretensions 	1
a better short story 	1
surprisingly anemic disappointment 	0
has filmed the opera exactly as the libretto directs , ideally capturing the opera 's drama and lyricism 	1
inspiring and 	0
will probably 	1
anti-semitism and neo-fascism 	0
is right at home in this french shocker playing his usual bad boy weirdo role . 	0
be a single iota worse 	0
a bittersweet film , simple in form but rich with human events . 	1
spielberg 's picture is smarter and subtler than ( total recall and blade runner ) , although its plot may prove too convoluted for fun-seeking summer audiences . 	1
that rare family movie -- genuine and sweet 	1
it 's hard to imagine another director ever making his wife look so bad in a major movie . 	0
pleasant 	1
leaves something to be desired 	0
's a pretty woman 	1
it does n't even seem like she tried . 	0
wet burlap sack 	0
it , offering fine acting moments and pungent 	1
will leave you wondering about the characters ' lives after the clever credits roll 	1
of constant smiles and frequent laughter 	1
... less a story than an inexplicable nightmare , right down to the population 's shrugging acceptance to each new horror . 	0
great performances , stylish cinematography and a gritty feel help 	1
uncharted depths 	1
the characters ' quirks and foibles never jell into charm 	0
is serry 's ability to take what is essentially a contained family conflict and put it into a much larger historical context . 	1
through 300 hundred years of russian cultural identity and a stunning technical achievement 	1
hollywood concoction 	0
might be best forgotten 	0
time-consuming 	0
hackneyed story 	0
super troopers suffers because it does n't have enough vices to merit its 103-minute length . 	0
sweet and memorable film 	1
it has some of the funniest jokes of any movie this year , including those intended for adults 	0
so old-fashioned 	0
even less capable 	1
world trade center tragedy 	0
as gripping 	1
a story about intelligent high school students that deals with first love sweetly but also seriously . 	1
the film is strictly routine . 	0
throwaway references to faith and rainbows to plant smile-button faces on that segment of the populace that made a walk to remember a niche hit 	1
the only surprise is that heavyweights joel silver and robert zemeckis agreed to produce this ; i assume the director has pictures of them cavorting in ladies ' underwear . 	0
a playful respite 	1
godard 's ode to tackling life 's wonderment is a rambling and incoherent manifesto about the vagueness of topical excess ... 	0
so bland 	0
exploit the familiar 	0
lethargic 	0
split up so that it can do even more damage 	0
who re-invents himself 	1
plays out with a dogged and eventually winning squareness that would make it the darling of many a kids-and-family-oriented cable channel . 	1
of scorn 	0
can be as tiresome as 9 seconds of jesse helms ' anti- castro 	0
crossing-over 	1
acute expressiveness 	1
a cloak of unsentimental , straightforward text 	0
`` abandon '' will leave you wanting to abandon the theater . 	0
the charismatic jackie chan 	1
warped 	0
campanella gets the tone just right -- funny in the middle of sad in the middle of hopeful . 	1
truly funny 	1
an endearing cast 	1
delighted with the fast , funny , and even touching story 	0
academy award 	1
might actually want to watch . 	1
heady jumble 	0
brooding and slow 	0
, nutty , consistently funny . 	1
of what passes for sex in the movies look like cheap hysterics 	0
find yourself rooting for the monsters in a horror movie 	1
it 's a treat -- a delightful , witty , improbable romantic comedy with a zippy jazzy score ... grant and bullock make it look as though they are having so much fun 	1
a bad imitation 	0
effective 	0
is a festival film that would have been better off staying on the festival circuit 	0
of warmth and gentle humor 	1
to let this morph into a typical romantic triangle 	0
miyazaki 's nonstop images are so stunning , and his imagination so vivid , that the only possible complaint you could have about spirited away is that there is no rest period , no timeout . 	1
your pooper-scoopers 	0
and well acted ... but admittedly problematic in its narrative specifics 	1
becomes lifeless and falls apart like a cheap lawn chair 	0
deserves a place of honor 	1
abandon all hope of a good movie ye who enter here 	1
's only in fairy tales that princesses that are married for political reason live happily ever after 	0
an ill-conceived jumble that 's not scary , not smart and not engaging . 	0
this pretentious mess 	1
bigger and more ambitious than the first installment 	1
if the title is a jeopardy question , then the answer might be `` how does steven seagal come across these days ? '' 	0
all sing beautifully and act adequately . 	1
-- however canned -- makes for unexpectedly giddy viewing . 	1
bloated plot 	1
mike white 's deft combination of serious subject matter and dark , funny humor 	1
shows excess in business and pleasure , allowing us to find the small , human moments , and leaving off with a grand whimper . 	0
provide its keenest pleasures to those familiar with bombay musicals 	1
things that elevate `` glory '' above most of its ilk 	1
skip this turd and pick your nose instead because you 're sure to get more out of the latter experience . 	0
an inexplicable nightmare , 	0
the german film industry can not make a delightful comedy centering on food 	0
abandon their scripts and go where the moment takes them 	0
it looks like an action movie , but 	0
begins on a high note and sustains it beautifully 	1
worthy of her considerable talents 	1
fun and funny in the middle , though 	1
in integrating the characters in the foreground into the extraordinarily rich landscape 	1
to his pulpy thrillers 	0
is sufficiently funny to amuse even the most resolutely unreligious parents who escort their little ones to megaplex screenings . 	0
leguizamo and jones are both excellent and the rest of the cast is uniformly superb 	1
by a warmth that is n't faked 	1
the script manages the rare trick of seeming at once both refreshingly different and reassuringly familiar . 	1
its impressive images of crematorium chimney fires and stacks of dead bodies 	1
a good match 	0
a less-than-thrilling thriller . 	0
step backward 	0
get lost in the murk of its own making 	0
a positive impression 	1
transcendence 	1
a miraculous movie , i 'm going home is so slight , 	1
yes , i suppose it 's lovely that cal works out his issues with his dad and comes to terms with his picture-perfect life -- but world traveler gave me no reason to care , so i did n't 	0
is as bad as you think , and worse than you can imagine 	1
of cinematic perfection 	0
they works spectacularly well ... a shiver-inducing , nerve-rattling ride . 	0
all the right ways 	1
whimsical comedy 	1
, the characters in swimfan seem motivated by nothing short of dull , brain-deadening hangover . 	1
again , in a better movie , you might not have noticed . 	0
an ingenious and often harrowing 	1
most refreshing about real women have curves 	0
scored and powered 	1
a cheap , ludicrous attempt at serious horror . 	0
loud , chaotic and 	1
` perfection 	1
a fun ride . 	1
does n't put you off 	1
to the french to truly capture the terrifying angst of the modern working man without turning the film into a cheap thriller , a dumb comedy or a sappy melodrama 	1
to slovenly life in this self-deprecating , biting and witty feature written by charlie kaufman and his twin brother , donald , and directed by spike jonze 	1
, revolution # 9 proves to be a compelling 	1
pitch-perfect forster 	1
some of the discomfort and embarrassment of being a bumbling american in europe 	0
is that rare combination of bad writing , bad direction and bad acting -- the trifecta of badness . 	0
's really wrong with this ricture 	0
a really solid woody allen film 	1
boll uses a lot of quick cutting and blurry step-printing to goose things up , 	1
stay with the stage versions , however , which bite cleaner , and deeper 	0
most moronic screenplays 	0
the power of shanghai ghetto , a documentary by dana janklowicz-mann and amir mann , 	0
although god is great addresses interesting matters of identity and heritage , it 's hard to shake the feeling that it was intended to be a different kind of film . 	0
its weighty themes are too grave for youngsters , 	1
human nature , in short , is n't nearly as funny as it thinks it is ; neither is it as smart 	0
like a bunch of talented thesps slumming it 	0
are until the film is well under way -- and yet it 's hard to stop watching 	1
delicate coming-of-age tale 	1
a sour little movie at its core ; an exploration of the emptiness that underlay the relentless gaiety 	0
love it , too . 	1
look like a masterpiece 	1
is even lazier and far less enjoyable . 	1
swept away '' is the one hour and thirty-three minutes 	1
will be delighted with the fast , funny , and even touching story . 	1
difficult , endless work 	0
land , people and narrative flow together in a stark portrait of motherhood deferred and desire explored . 	0
and if you appreciate the one-sided theme to lawrence 's over-indulgent tirade , then knock yourself out and enjoy the big screen postcard that is a self-glorified martin lawrence lovefest . 	0
is as conventional as can be 	0
irony-free 	1
this overproduced piece 	0
narrative banality 	0
to commend it to movie audiences both innocent and jaded 	1
annoying score 	1
unrelentingly grim -- 	0
like those d.w. griffith made in the early days of silent film 	1
the mothman prophecies , which is mostly a bore , seems to exist only for its climactic setpiece . 	0
a visionary 	1
's so striking about jolie 's performance 	1
's too loud , too goofy and too short of an attention span 	0
ambitious ` what if 	1
... there 's a choppy , surface-effect feeling to the whole enterprise . 	0
ellen pompeo sitting next to you for the ride 	1
the cinematography is cloudy , the picture making becalmed . 	0
dissing the film 	0
as an actress , madonna is one helluva singer . 	1
continuity errors 	0
lush , all-enveloping movie experience 	1
dynamic first act 	0
a `` home alone '' film that is staged like `` rosemary 's baby , '' but is not as well-conceived as either of those films . 	1
substitutable 	0
settle for 	0
i did n't particularly like e.t. the first time i saw it as a young boy 	0
it certainly wo n't win any awards in the plot department but 	0
's almost impossible not to be swept away by the sheer beauty of his images 	1
a clever exercise in neo-hitchcockianism 	1
slick production values and director roger michell 's tick-tock pacing 	1
yes , spirited away is a triumph of imagination , 	1
most aggressive and most sincere 	1
fails as a dystopian movie , as a retooling of fahrenheit 451 , and even as a rip-off of the matrix . 	0
, lifeless 	0
the only reason you should see this movie is if you have a case of masochism and an hour and a half to blow . 	0
a chilly , remote , emotionally distant piece ... so dull that its tagline should be : ` in space , no one can hear you snore . 	0
) meandering and pointless french coming-of-age import from writer-director anne-sophie birot 	0
a nice , light treat 	0
the cinematic equivalent of patronizing a bar favored by pretentious , untalented artistes who enjoy moaning about their cruel fate . 	0
of the most unpleasant things the studio 	0
's never dull and always looks good . 	1
laugh riot 	1
's undeniably hard to follow 	0
a funny moment or two 	1
surprise us with plot twists 	1
insurance 	1
emotional intelligence 	1
takes a classic story , casts attractive and talented actors 	0
evolved from star to superstar some time 	1
far better 	0
, like bartleby , is something of a stiff -- an extra-dry office comedy that seems twice as long as its 83 minutes . 	0
jaw-dropping action sequences , 	1
right to be 	1
sustain laughs 	1
ca n't rescue this effort . 	0
the movie 's conception of a future-world holographic librarian ( orlando jones ) who knows everything and answers all questions , is visually smart , cleverly written , and nicely realized 	1
it 's stylishly directed with verve ... 	1
is such a perfect medium for children , 	1
neither the funniest film that eddie murphy nor robert de niro has ever made 	1
is that she never lets her character become a caricature -- not even with that radioactive hair . 	1
lousy one 	0
a nifty plot line in steven soderbergh 's traffic 	1
ride around a pretty tattered old carousel . 	0
, i could feel my eyelids ... getting ... very ... heavy ... 	0
turn down a big bowl of that 	0
mostly martha will leave you with a smile on your face and a grumble in your stomach . 	1
stereotypes in good fun , while adding a bit of heart and unsettling subject matter . 	1
giggling at the absurdities and inconsistencies 	0
an original and highly cerebral examination 	1
eschews the previous film 's historical panorama and roiling pathos for bug-eyed mugging and gay-niche condescension 	0
runs for only 71 minutes and feels like three hours 	0
aspires to the cracked lunacy of the adventures of buckaroo banzai , but thanks to an astonishingly witless script 	1
like e.t. the first time i saw it as a young boy 	1
spare dialogue and 	1
laughing at his own joke 	0
it 's all about anakin ... and the lustrous polished visuals rich in color and creativity and , of course , special effect . 	1
all the sensuality , all the eroticism of a good vampire tale has been , pardon the pun , sucked out and replaced by goth goofiness . 	0
schaeffer 's film never settles into the light-footed enchantment the material needs 	0
love may have been in the air onscreen , but i certainly was n't feeling any of it . 	0
fuddled about motives and context , which drains it of the dramatic substance that would shake us in our boots ( or cinema seats ) 	0
more ambivalent set 	0
fine performances make this delicate coming-of-age tale a treat 	0
fontaine masterfully creates a portrait of two strong men in conflict , inextricably entwined through family history , each seeing himself in the other , neither liking what he sees . 	1
the show 's concept 	1
( stephen ) earnhart 's film is more about the optimism of a group of people who are struggling to give themselves a better lot in life than the ones they currently have . 	1
, politically charged tapestry 	1
while it can be a bit repetitive , overall it 's an entertaining and informative documentary . 	1
how inept is serving sara ? 	0
comes together as a coherent whole 	1
fanciful motion picture 	1
heartening in the same way 	1
if only because it accepts nasty behavior and severe flaws as part of the human condition 	0
has considerable charm 	1
clumsily staged violence overshadows everything , including most of the actors . 	0
how desperate the makers of this ` we 're - doing-it-for - the-cash ' sequel were 	0
smallness 	0
forget about one oscar nomination for julianne moore this year - 	0
is not easily dismissed or forgotten . 	1
stuck in a dark pit having a nightmare about bad cinema 	1
unique , well-crafted psychological study 	1
godard uses his characters -- if that 's not too glorified a term -- as art things 	0
a most traditional , reserved kind of filmmaking 	1
during a summer of event movies than a spy thriller like the bourne identity that 's packed with just as much intelligence as action 	1
well integrated 	1
sad nonsense , this . 	0
there 's an enthusiastic charm in fire that makes the formula fresh again 	1
succeeds in delivering a dramatic slap in the face that 's simultaneously painful and refreshing . 	1
the plot of the comeback curlers is n't very interesting actually , but what i like about men with brooms and what is kind of special is how the film knows what 's unique and quirky about canadians 	1
is cool . 	1
refreshing 	1
a movie that the less charitable might describe as a castrated cross between highlander and lolita . 	0
desirable 	1
seem motivated by nothing short of dull , brain-deadening hangover . 	0
moments of inspired humor 	1
fanciful direction 	0
no lika 	0
, the characters move with grace and panache 	1
flimsy flicks 	0
, interest can not be revived . 	0
a welcome relief from baseball movies that try too hard to be mythic , this one is a sweet and modest and ultimately winning story . 	1
artistically 	1
adds substantial depth 	0
far less enjoyable 	1
consumerist ... studiously inoffensive and completely disposable 	0
a worthy entry 	1
is the gabbiest giant-screen movie ever , bogging down in a barrage of hype 	0
is n't very interesting actually 	0
you 'll wait in vain for a movie to happen . 	0
narcissism and self-congratulation disguised as a tribute 	0
bold presentation 	1
the fun of the movie is the chance it affords to watch jackson , who also served as executive producer , take his smooth , shrewd , powerful act abroad . 	1
the sheer beauty of his images 	1
david letterman and the onion 	1
there 's something fishy about a seasonal holiday kids ' movie ... 	0
can you bear the laughter ? 	1
believed in their small-budget film 	1
that it emerges as another key contribution to the flowering of the south korean cinema 	1
it 's definitely not made for kids or their parents , for that matter 	0
that uses its pulpy core conceit to probe questions of attraction and interdependence 	1
holiday box office pie 	1
, transforms that reality into a lyrical and celebratory vision 	1
in artful , watery tones of blue , green and brown 	1
a thriller whose style , structure and rhythms are so integrated with the story , you can not separate them . 	1
much of the movie 's charm lies in the utter cuteness of stuart and margolo . 	0
black hawk down and we were soldiers 	1
its unsettling force 	1
of the charm of satin rouge 	1
splendid-looking 	1
moral favorite 	1
a must 	1
should please fans of chris fuhrman 's posthumously published cult novel 	1
elegant technology for the masses -- 	1
the film 's trailer also looked like crap , so crap is what i was expecting . 	0
a silly , nickelodeon-esque kiddie flick 	0
do we really need the tiger beat version ? 	0
, whatever your orientation . 	1
in director randall wallace 's flag-waving war flick with a core of decency 	1
was reportedly rewritten a dozen times 	0
discursive but oddly riveting documentary 	1
knows everything and answers all questions , 	1
complaining 	0
coral reef adventure is a heavyweight film that fights a good fight on behalf of the world 's endangered reefs -- 	1
- hour , dissipated length . 	0
even in terms of the low-grade cheese standards on which it operates , it never quite makes the grade as tawdry trash . 	0
interesting 	1
, she sees it as a chance to revitalize what is and always has been remarkable about clung-to traditions . 	1
making this character understandable , 	1
inside it he 's well worth spending some time with 	1
as does its sensitive handling of some delicate subject matter 	1
's now , more than ever , choosing his roles with the precision of the insurance actuary 	1
carry the film with their charisma 	1
and unsettling subject matter 	0
bolstered by an astonishing voice cast ( excepting love hewitt ) , an interesting racial tension , and a storyline that i have n't encountered since at least pete 's dragon . 	0
rollerball left us cold 	0
makes my big fat greek wedding look like an apartheid drama 	0
uselessly redundant and shamelessly money-grubbing than most third-rate horror sequels 	0
a sense of real magic , perhaps 	1
a choppy ending 	1
intriguing movie experiences 	1
prolific director 	1
enjoying himself immensely 	1
`` the dangerous lives of altar boys '' has flaws , but 	0
a sweet , tender sermon 	1
undeterminable 	0
has made a movie that will leave you wondering about the characters ' lives after the clever credits roll . 	1
causes of anti-semitism ever seen on screen . 	0
that never really busts out of its comfy little cell 	0
tell you 	1
this is n't exactly profound cinema , but 	0
my mind kept returning to one anecdote for comparison : the cartoon in japan that gave people seizures . 	0
ploddingly sociological commentary 	0
too heady for children , and too preachy 	0
in the long-winded heist comedy 	0
not only to his craft , but to his legend 	1
, it 's a bargain-basement european pickup . 	0
great fun , 	1
lot to be desired 	0
to be a suspenseful horror movie or a weepy melodrama 	1
would pay a considerable ransom not to be looking at 	0
a story of dramatic enlightenment 	1
ripe recipe , inspiring 	1
treats ana 's journey with honesty that is tragically rare in the depiction of young women in film . 	1
quite a vision 	1
this charmer has a spirit that can not be denied 	1
sexy and romantic 	1
seeing something purer than the real thing 	0
the unexplainable pain 	0
nevertheless will leave fans clamoring for another ride 	1
some like it 	1
the subject with fondness and respect 	0
were more repulsive than the first 30 or 40 minutes 	0
grim future 	0
in an increasingly important film industry and worth the look 	1
of the world 's greatest teacher 	1
will turn out okay 	1
is so insanely stupid , so awful in so many ways 	0
the script by david koepp is perfectly serviceable and because he gives the story some soul ... he elevates the experience to a more mythic level 	1
is lost , leaving the character of critical jim two-dimensional and pointless . 	0
fly at such a furiously funny pace 	1
ozpetek 's effort has the scope and shape of an especially well-executed television movie . 	1
unfortunate title 	0
a rich tale of our times 	1
shows all the signs of rich detail condensed into a few evocative images and striking character traits 	1
formulaic 	0
ends up offering nothing more than the latest schwarzenegger or stallone flick would . 	0
to be favorably compared to das boot 	1
the movie 's inescapable air of sleaziness 	0
loose 	0
technical flaws to get in the way 	0
are capable of anteing up some movie star charisma 	0
a been-there , 	0
scorcher 	1
bore . 	0
a more credible script , though 	1
it 's a bad sign when you 're rooting for the film to hurry up and get to its subjects ' deaths just so the documentary will be over 	0
'll still have a good time 	0
'' is a good-hearted ensemble comedy with a variety of quirky characters and an engaging story . 	1
good , hard-edged stuff 	1
a cruelly funny twist on teen comedy packed with inventive cinematic tricks and an ironically killer soundtrack 	1
and mind games 	1
admire the closing scenes of the film , which seem to ask whether our civilization offers a cure for vincent 's complaint 	1
because i had a serious urge to grab the old lady at the end of my aisle 's walker and toss it at the screen in frustration 	0
get by on humor that is not even as daring as john ritter 's glory days on three 's company 	0
payne constructs a hilarious ode to middle america and middle age with this unlikely odyssey , featuring a pathetic , endearing hero who is all too human . 	1
i 'm not sure which half of dragonfly is worse : the part where nothing 's happening , or the part where something 's happening , but 	0
a captivating coming-of-age story that may also be the first narrative film to be truly informed by the wireless 	1
skin of man gets a few cheap shocks from its kids-in-peril theatrics , but it also taps into the primal fears of young people trying to cope with the mysterious and brutal nature of adults 	0
the direction has a fluid , no-nonsense authority , and the performances by harris , phifer and cam ` ron seal the deal 	1
all three actresses are simply dazzling , particularly balk , who 's finally been given a part worthy of her considerable talents . 	1
all its strange quirks 	0
watch , giggle and get 	1
the film retains ambiguities that make it well worth watching . 	1
koepp 's screenplay is n't nearly surprising or clever enough to sustain a reasonable degree of suspense on its own . 	0
the long-faced sad sack 	1
, but miss wonton floats beyond reality with a certain degree of wit and dignity 	1
mushy , existential exploration 	0
for the striking , quietly vulnerable personality of ms. ambrose 	1
, letting its imagery speak for it while it forces you to ponder anew what a movie can be . 	1
winner 	1
interesting matters 	1
you find yourself rooting for gai 's character to avoid the fate that has befallen every other carmen before her 	1
bilingual charmer 	0
endearing , caring 	1
stealing harvard ca n't even do that much . 	0
greatest play 	1
a pleasant and engaging enough sit , but in trying to have the best of both worlds it ends up falling short as a whole . 	0
a quirky comedy 	1
would make it a great piece to watch with kids and use to introduce video as art . 	1
, if uneven , 	0
refreshingly unhibited 	1
's not even a tv special you 'd bother watching past the second commercial break 	0
compassionately explores the seemingly irreconcilable situation between conservative christian parents and their estranged gay and lesbian children . 	1
as the film lacks momentum and its position remains mostly undeterminable 	1
is adequate 	0
simply put , there should have been a more compelling excuse to pair susan sarandon and goldie hawn . 	0
even as it pays earnest homage to turntablists and beat jugglers , old schoolers and current innovators , scratch is great fun , full of the kind of energy it 's documenting . 	1
be said that he is an imaginative filmmaker who can see the forest for the trees 	1
the art direction and costumes are gorgeous and finely detailed , and kurys ' direction is clever and insightful . 	1
bombshell documentary 	1
begin to long for the end credits 	0
he 's a better actor than a standup comedian . 	1
blame eddie murphy 	0
the process comes out looking like something wholly original 	0
own pretentious self-examination 	0
... an incredibly heavy-handed , manipulative dud that feels all too familiar . 	0
ladles on the local flavor with a hugely enjoyable film about changing times , clashing cultures and the pleasures of a well-made pizza 	1
it completely contradicts everything kieslowski 's work aspired to , including the condition of art 	0
works on no level whatsoever for me 	0
the movie is so clumsily sentimental and ineptly directed it may leave you speaking in tongues . 	0
beautifully made 	1
its use of the thriller form to examine the labyrinthine ways in which people 's lives cross and change , 	1
everyone can enjoy 	1
clichés and mawkish dialogue 	0
